frame,track,x,y,width,height,angle,n,ignore,track_fixed,linear_speed,heading,angular_speed
28,1,949.859090909091,668.040909090909,15.5674940272848,18.0282488836167,147.600171604756,220,False,1,0.46511420268374504,1.0654606519530823,-1.5030982308160648
29,1,950.078703703704,668.453703703704,15.2856720974587,18.0593674455796,150.574948826736,216,False,1,0.46757798484348145,1.0818661943513475,0.016405542398265194
30,1,950.071748878924,668.90134529148,16.0215103019136,17.7497938009349,135.809295201687,223,False,1,0.4476956116540337,1.5863316690252172,0.5044654746738697
31,1,949.970212765957,669.297872340426,16.5386520251308,18.1201896646578,136.365417024239,235,False,1,0.40932051351272736,1.821473642632529,0.2351419736073117
32,1,950.090128755365,669.489270386266,16.2150942183532,18.3404575409205,99.1960256699181,233,False,1,0.22586070146675177,1.0110999003765135,-0.8103737422560156
33,1,950.029411764706,669.693277310924,16.2567331523643,18.6614561495757,91.9348459021806,238,False,1,0.21285060080518664,1.8600702324487748,0.8489703320722612
34,1,950.476394849785,670.261802575107,16.2431546179317,18.3152726755618,80.4239851839698,233,False,1,0.7231976592613847,0.9045175807886932,-0.9555526516600814
35,1,950.63025210084,670.36974789916,16.2288253147626,18.6848694455406,62.7306629118817,238,False,1,0.18794745725094214,0.6117949614846873,-0.2927226193040058
36,1,951.052,670.74,16.87995767387,18.8880429088976,55.3917699386211,250,False,1,0.5612111087837869,0.720469610279091,0.1086746487944037
37,1,950.694323144105,670.122270742358,15.4366127936596,18.9075757441026,53.7671706998624,229,False,1,0.7138082158324538,-2.09564559929502,-2.816115209574111
38,1,951.021834061135,670.078602620087,15.6464219975802,18.6825942786756,46.0431110999951,229,False,1,0.33040930022694387,-0.13255153229740163,1.963094066997618
39,1,951.277056277056,669.761904761905,15.7767756921212,18.7109864393727,37.2255217399916,231,False,1,0.4067381379667861,-0.8924769460560545,-0.7599254137586531
40,1,951.466666666667,669.515555555556,15.4701538477535,18.5877923346872,32.7290885785662,225,False,1,0.31086979801396825,-0.9148176838268679,-0.022340737770813135
41,1,951.457547169811,668.88679245283,15.2913951263754,17.6671453061866,28.9061866944862,212,False,1,0.6288292332362816,-1.5852991776005678,-0.6704814937736998
42,1,951.879069767442,668.553488372093,15.0848735956134,18.169725358246,13.8602631294621,215,False,1,0.5373759489868395,-0.6690534250427942,0.9162457525577734
43,1,951.748917748918,668.580086580087,15.8745587237452,18.593733182239,2.77159765736246,231,False,1,0.1328420588307203,2.940005804109455,-2.674126078027337
44,1,951.556053811659,668.269058295964,15.7299565973754,18.0925945591586,164.209563452001,223,False,1,0.36597143579731223,-2.125853365935546,1.2173261371345854
45,1,951.826086956522,667.847826086957,16.3216034647255,17.9454109598515,154.373800798076,230,False,1,0.5003543476672556,-1.0007348342801874,1.1251185316553585
46,1,951.75,667.48275862069,16.1898962944329,18.2715083935158,143.56676079314,232,False,1,0.37291216107732167,-1.7762737134431283,-0.7755388791629407
47,1,951.403587443946,667.224215246637,15.6486521832691,18.1976137503696,130.818455933778,223,False,1,0.43225725587733754,-2.50043467565898,-0.7241609622158518
48,1,951.163865546219,666.735294117647,16.6983658885483,18.1816341923164,117.002826502528,238,False,1,0.5445277390755177,-2.026660245635798,0.4737744300231821
49,1,950.622222222222,666.511111111111,16.0087783205361,17.8908488751668,96.1420336327304,225,False,1,0.5862043251716713,-2.749166232914604,-0.7225059872788058
50,1,950.311965811966,666.282051282051,16.3703365284088,18.207329809029,78.9606334277506,234,False,1,0.3856519744457243,-2.5056268631643377,0.24353936975026613
51,1,949.707112970711,666.004184100419,16.3544748812454,18.6025198226021,59.7630361154585,239,False,1,0.6656253677575671,-2.710952260620402,-0.20532539745606426
52,1,949.322033898305,665.927966101695,16.143604538366,18.6151302174992,61.9776439756716,236,False,1,0.3925494559091659,-2.94619002283547,-0.2352377622150681
53,1,948.72,666.075555555556,15.5786309275826,18.4409106829687,60.9511433492208,225,False,1,0.6198608405112035,2.9011825576648858,-0.4358127266792309
54,1,948.513392857143,666.049107142857,15.3840589657027,18.6491092457026,56.0542814642009,224,False,1,0.20829313482167008,-3.0142720616753724,0.3677306878393285
55,1,948.154545454545,666.190909090909,15.3470119283743,18.3187516738141,51.0586443034748,220,False,1,0.3858487408592967,2.7652661029112244,-0.5036471425929889
56,1,947.790178571429,666.544642857143,16.0320497344468,17.8612095708166,37.3025115578303,224,False,1,0.5078295017874724,2.371000687444278,-0.3942654154669465
57,1,947.112554112554,666.597402597403,16.45167494672,17.8982459391706,25.3447632461952,231,False,1,0.6796752882501724,3.063889564396377,0.6928888769520989
58,1,946.541125541126,667.181818181818,16.5393390104986,17.8193894999297,19.9588510131063,231,False,1,0.8173568300023171,2.3449590079343117,-0.7189305564620652
59,1,946.49356223176,667.55364806867,16.1149750373295,18.4070314417698,171.972837053179,233,False,1,0.37485961792941913,1.698022262157966,-0.6469367457763457
60,1,946.224137931035,667.788793103448,16.1758430257815,18.3170472220065,166.506618875965,232,False,1,0.3576068248816798,2.424027927834494,0.7260056656765279
61,1,946.138392857143,668.174107142857,15.6050526439407,18.3880246173095,160.507855400717,224,False,1,0.39473931481725705,1.7897613684268496,-0.634266559407644
62,1,945.82905982906,668.508547008547,16.2274968323682,18.4018205482091,146.022613523079,234,False,1,0.45556223068393153,2.3172147186050536,0.5274533501782042
63,1,945.911111111111,668.822222222222,16.2537882620117,17.6886668529578,134.94422870818,225,False,1,0.32422916673280633,1.3149485264914205,-1.002266192113633
64,1,945.655319148936,669.0,16.3321991923972,18.3383358439959,118.8764834981,235,False,1,0.3115035572590891,2.5342240503731173,1.2192755238816968
65,1,945.884297520661,669.223140495868,16.6634523729511,18.5043077198624,102.264120793807,242,False,1,0.3197229669793545,0.7724866220637137,-1.7617374283094036
66,1,946.21186440678,669.661016949153,16.7721213663648,17.9321760284561,96.5157561465786,236,False,1,0.5468417076477715,0.9285247570725292,0.15603813500881536
67,1,946.423076923077,669.713675213675,16.6004330321584,17.9660769846138,73.830313233231,234,False,1,0.2176777890896799,0.24433303332093378,-0.6841917237515953
68,1,946.765217391304,669.691304347826,15.9164772261571,18.4036377179525,71.8235574176174,230,False,1,0.342871048117781,-0.06529209332536424,-0.30962512664629793
69,1,947.255506607929,669.612334801762,15.6287379892381,18.5037936175634,66.7762788052947,227,False,1,0.49660820084278,-0.15969571930757648,-0.09440362598221208
70,1,947.515283842795,669.2096069869,15.9004919164002,18.3903683792888,61.2132346397648,229,False,1,0.4792430538027789,-0.9979128766405931,-0.8382171573330166
71,1,947.68202764977,669.21198156682,15.2348694555508,18.1898550524673,46.8578437989524,217,False,1,0.16676071418144364,0.014239925660276025,1.0121528023008697
72,1,947.857777777778,669.111111111111,15.3831064410692,18.6207466049021,43.1339375505454,225,False,1,0.20263996725660835,-0.5210391253867734,-0.5352790510470493
73,1,947.881578947368,668.719298245614,15.8185510280128,18.3763946359491,32.9173289077251,228,False,1,0.3925351159358601,-1.5101246132600719,-0.9890854878732984
74,1,948.117647058824,668.592760180996,15.4623309612902,18.2172833850728,20.3232471259158,221,False,1,0.2678433031525559,-0.4920494372355699,1.0180751760245021
75,1,948.164444444444,668.226666666667,15.6206083357509,18.3691677442429,6.25946322210322,225,False,1,0.3690724272207758,-1.4436567842666113,-0.9516073470310413
76,1,948.258928571429,667.616071428571,15.5822483026959,18.3277186940166,176.94927289434,224,False,1,0.6178622783741311,-1.417272945308679,0.026383838957932504
77,1,947.811659192825,667.152466367713,15.4390089767854,18.4662514469849,163.316213337218,223,False,1,0.6441890634665604,-2.3382623466039525,-0.9209894012952735
78,1,947.762790697674,666.376744186047,15.2999664288178,17.9794517867574,165.677180304817,215,False,1,0.7772599519768894,-1.633710604725331,0.7045517418786216
79,1,947.793721973094,665.955156950673,15.9867901592852,17.7999887884998,147.655368520294,223,False,1,0.42272040503077435,-1.497558925748343,0.13615167897698788
80,1,948.175510204082,665.657142857143,16.8601097195902,18.5549311933149,127.229390965826,245,False,1,0.48432907538520753,-0.6627832774667011,0.8347756482816422
81,1,947.8125,665.291666666667,16.7321855202319,18.2768621469541,100.332016999418,240,False,1,0.5151206208962105,-2.352809420830164,-1.6900261433634631
82,1,947.305676855895,665.196506550218,16.1114528978425,18.1127697227178,99.5411245690538,229,False,1,0.5156793065104605,-2.955995445952478,-0.603186025122314
83,1,946.660792951542,665.224669603524,15.7976445597708,18.3008848037534,82.1081234253658,227,False,1,0.6454985729379942,3.0979488761937515,-0.229240985033357
84,1,946.211009174312,665.215596330275,15.2372058856662,18.261728189427,74.9135596011516,218,False,1,0.44987528332496846,-3.1214228669552924,0.06381356403054284
85,1,945.921296296296,665.365740740741,14.9113302621802,18.5912636212761,66.1362227061039,216,False,1,0.3263079767375026,2.6634499313110345,-0.4983125089132585
86,1,945.386046511628,665.320930232558,14.7927744007434,18.5929963989303,60.697117483991,215,False,1,0.5371222520345753,-3.0580685542080723,0.561666821660479
87,1,945.090909090909,665.125541125541,15.7407741804435,18.7233074622703,38.6102385209184,231,False,1,0.353953387114162,-2.556808618335931,0.5012599358721412
88,1,944.747826086956,665.365217391304,15.9449555747619,18.4097753487607,32.9781528925904,230,False,1,0.41851004763507227,2.5318098835515337,-1.194566805292121
89,1,944.184210526316,665.583333333333,16.1141824667376,18.043664064474,27.4826613403078,228,False,1,0.6043484626958536,2.7723482229812433,0.2405383394297096
90,1,943.786026200873,665.803493449782,16.0424171072018,18.1929871853635,14.387640375081,229,False,1,0.4549958614133065,2.6365179827277814,-0.1358302402534619
91,1,943.451754385965,666.280701754386,16.0623086932963,18.0720513073736,179.936248155492,228,False,1,0.5826366039178387,2.1818400669580083,-0.4546779157697731
92,1,943.783018867924,666.566037735849,15.0781879986129,17.9258085433552,175.516958738393,212,False,1,0.4372102232622806,0.7110488176367914,-1.4707912493212167
93,1,943.975369458128,666.591133004926,14.3962611648112,18.1127870455995,167.53969494722,203,False,1,0.193980726057583,0.1297335234487754,-0.5813152941880162
94,1,944.034653465347,667.069306930693,14.6891383801242,17.6560784160232,169.983724984974,202,False,1,0.48183492691520596,1.4474457576601139,1.3177122342113385
95,1,943.767441860465,666.790697674419,15.2974974879997,18.0364448224237,146.394647524546,215,False,1,0.386037769480025,-2.335315853976937,2.500423695542535
96,1,943.827102803738,666.995327102804,15.5472750606276,17.6118546877322,136.890874225065,214,False,1,0.21314931647414712,1.2871041855695473,-2.660765267633102
97,1,943.702222222222,667.351111111111,15.9721748147637,17.9536619486288,112.784195176519,225,False,1,0.37706421231235016,1.9083627242990842,0.6212585387295366
98,1,944.120535714286,667.392857142857,16.2361758759847,17.5633270686397,98.8429777453275,224,False,1,0.4203913757552056,0.09946671198635079,-1.8088960123127333
99,1,944.415584415584,667.311688311688,16.0859887021899,18.2978319261751,80.2132951892389,231,False,1,0.30600999214237923,-0.2684621188349781,-0.3679288308213291
100,1,944.497835497836,667.554112554113,16.2574333963635,18.1173308821757,68.7563643441233,231,False,1,0.25599756609571417,1.2436982297865204,1.5121603486214985
101,1,945.013215859031,667.211453744493,15.9662251912183,18.15474967604,56.3577274773566,227,False,1,0.6188957719322329,-0.5867548582580574,-1.8304530880445777
102,1,945.15652173913,667.221739130435,16.0036713764139,18.361334601163,47.5781693550311,230,False,1,0.14367450864686582,0.07164939382611418,0.6584042520841713
103,1,945.385281385281,666.961038961039,15.850631762135,18.6432357336085,46.4025511792535,231,False,1,0.34683649466323363,-0.8505624503301358,-0.9222118441562497
104,1,945.637931034483,666.379310344828,16.1463413892333,18.3716309842584,38.1698899815046,232,False,1,0.6342239574161632,-1.161067837539327,-0.3105053872091914
105,1,945.87012987013,666.164502164502,16.7230668001949,17.5883622633368,23.5628500778184,231,False,1,0.3163208080584996,-0.7465131153923026,0.4145547221470247
106,1,945.689361702128,665.702127659575,16.0720482741182,18.6333645562568,2.44932826892996,235,False,1,0.49645474453290356,-1.9434820731437594,-1.1969689577514568
107,1,945.669683257919,665.438914027149,15.5992545865328,18.1022204491936,173.752514682689,221,False,1,0.26394820980896233,-1.6454197532723898,0.29806231987136966
108,1,945.662100456621,664.75799086758,15.2411183599943,18.3992782436455,163.776850182982,219,False,1,0.6809653795260081,-1.581931926696849,0.06348782657554075
109,1,945.731818181818,664.381818181818,15.5965191599965,18.0713689358563,160.754943391153,220,False,1,0.38257868565837005,-1.3875412815195796,0.19439064517726923
110,1,945.502392344498,664.062200956938,15.1704369966519,17.621666185131,148.294085301647,209,False,1,0.3934353635222782,-2.1933784585779907,-0.805837177058411
111,1,945.782222222222,663.511111111111,15.9864294645099,17.9374820724567,112.847846820529,225,False,1,0.6180653514319386,-1.1009477478681249,1.0924307107098663
112,1,945.491228070176,663.25,15.968931421829,18.2187217624695,106.160166112566,228,False,1,0.39096880805321915,-2.410267350021831,-1.309319602153706
113,1,945.059633027523,663.091743119266,15.0491666575837,18.4632242464128,85.7877508825307,218,False,1,0.4596950305826106,-2.790136901973262,-0.379869551951431
114,1,944.538095238095,662.866666666667,14.8346213099559,18.0751780206122,80.2797987770668,210,False,1,0.5680326357841821,-2.734176181187051,0.05596072078621095
115,1,944.171296296296,662.74537037037,14.7694185188414,18.6722712651953,74.7334213903183,216,False,1,0.38633438262765135,-2.8222240782291115,-0.08804789704206062
116,1,943.754545454546,662.618181818182,14.7258308918224,19.1282445419383,69.8907910205588,220,False,1,0.435727198952452,-2.8453804224656505,-0.023156344236539006
117,1,943.488687782805,662.723981900453,15.1843341628466,18.6391682384151,60.7441284806658,221,False,1,0.2861362595550029,2.762848201027292,-0.6749566836866432
118,1,943.049504950495,663.094059405941,14.8139437929004,17.4404209498308,61.9424561752697,202,False,1,0.574316045626438,2.4413810275019583,-0.3214671735253338
119,1,942.626168224299,663.102803738318,15.5883188731386,17.5249130757662,38.4758315538266,214,False,1,0.42342702688310385,3.1209398527890904,0.6795588252871321
120,1,942.292792792793,663.0,16.062028249114,17.6254822524236,31.9267494247252,222,False,1,0.34886643138027507,-2.8424726867279064,0.3197727676625899
121,1,942.027027027027,663.216216216216,16.1069720557967,17.5792775113624,12.4894144896721,222,False,1,0.34260895260917923,2.458638343700316,-0.9820742767513639
122,1,942.445497630332,663.758293838863,15.2042863597143,17.7400664459694,5.88061543870353,211,False,1,0.6848107729914124,0.9133786485641457,-1.5452596951361701
123,1,942.24,664.13,15.0197600216796,17.0251228744804,169.130289276749,200,False,1,0.42472902690927733,2.075824754918647,1.1624461063545013
124,1,942.317757009346,664.415887850467,15.5438505715585,17.6122886008161,164.826556968996,214,False,1,0.29627354851063775,1.3052359361301265,-0.7705888187885206
125,1,942.159624413146,664.868544600939,15.6412523233835,17.394630247269,152.930923799085,213,False,1,0.4794831089087449,1.9068859796802586,0.6016500435501322
126,1,941.901408450704,664.901408450704,15.4526181645081,17.6072009043917,139.245100073801,213,False,1,0.26029889719558563,3.015000526311066,1.1081145466308069
127,1,942.293838862559,665.303317535545,15.5720610786739,17.2817079274515,125.743458042688,211,False,1,0.5617228325664038,0.7973303701818942,-2.217670156129172
128,1,942.422018348624,665.344036697248,15.7651227351957,17.6365475250549,115.758894311484,218,False,1,0.1344917498498224,0.3075906706138562,-0.48973969956803787
129,1,942.564220183486,665.394495412844,15.636618403822,17.7863148270349,99.5074554751904,218,False,1,0.15088884590226423,0.3409789534947002,0.033388282880844056
130,1,942.682464454976,665.052132701422,14.8742109430354,18.058400867851,82.3047413236324,211,False,1,0.36220703183731384,-1.2382457443627817,-1.579224697857482
131,1,942.452380952381,665.2,14.3899533062423,18.6104325785368,66.7954110574065,210,False,1,0.2735016565857439,2.57038903725406,-2.4745505255627442
132,1,942.848341232228,665.345971563981,14.9529723630801,18.0536948232332,60.2104630971671,211,False,1,0.42200976375860844,0.35319375204891756,-2.2171952852051424
133,1,942.775,665.25,14.2325596143174,17.9561757293946,53.0478813341379,200,False,1,0.12078690921490834,-2.2233221071974367,-2.576515859246354
134,1,943.140096618357,665.062801932367,15.2434109599675,17.3599413644122,46.4366989243876,207,False,1,0.41029094221204554,-0.47378417597522515,1.7495379312222115
135,1,943.08,664.785,14.8046026558609,17.25751257285,36.2065824945125,200,False,1,0.284227931711203,-1.7838424347509043,-1.3100582587756793
136,1,943.087378640777,664.446601941748,15.1910367686643,17.3243349363349,28.8018093413981,206,False,1,0.3384784929185727,-1.5489951622784415,0.23484727247246262
137,1,943.020202020202,664.116161616162,14.652022871876,17.2481836691007,3.21934517384236,198,False,1,0.33719950641313035,-1.7713574257657465,-0.22236226348730526
138,1,943.447488584475,664.196347031963,15.4461521190651,18.1018729818874,165.491889574657,219,False,1,0.4347453380030737,0.18550436343224835,1.956861789197995
139,1,943.054455445545,663.90099009901,14.5525941743815,17.7479014570389,161.389796104879,202,False,1,0.49164089144469564,-2.497144383805208,-2.6826487472374563
140,1,942.905213270142,663.706161137441,15.0755650882893,17.8816075194881,147.558740478884,211,False,1,0.24542117102052893,-2.2244693633815205,0.27267502042368763
141,1,942.5,663.650485436893,14.9098900325604,17.5867566764889,133.293779724355,206,False,1,0.40902026591683005,-3.0050490968534165,-0.780579733471896
142,1,941.827411167513,663.690355329949,14.316997372601,17.5966576436737,125.3950558046,197,False,1,0.6737695050672318,3.0823836843281436,-0.19575252599802617
143,1,941.178378378378,663.610810810811,13.6289944790399,17.2820504486006,111.298020242388,185,False,1,0.6538890516725105,-3.019642263764228,0.18115935908721426
144,1,940.359788359788,663.650793650794,14.2898675033401,16.8664108696768,107.191199975325,189,False,1,0.819565888765723,3.09278789305104,-0.1707551503643181
145,1,940.141463414634,663.50243902439,14.7331283624024,17.7901043798051,90.5140966251291,205,False,1,0.2639599910061154,-2.544749122902268,0.6456482912262782
146,1,939.801886792453,663.38679245283,15.5302984586316,17.4230220908529,71.5799636396914,212,False,1,0.35872888348363435,-2.813351318136346,-0.26860219523407824
147,1,939.679069767442,663.251162790698,15.7077620744636,17.501219047731,51.8821218807369,215,False,1,0.18297384207206505,-2.3066594931532682,0.5066918249830779
148,1,938.991031390134,663.551569506726,16.5239366979581,17.2590648546696,33.3263373381595,223,False,1,0.7507602837679271,2.7299266891234026,-1.2465991249029145
149,1,938.890909090909,663.509090909091,16.0482799461535,17.508623141858,15.8247169919044,220,False,1,0.10876077445083504,-2.740342941961587,0.8129156760945966
150,1,938.587719298246,664.087719298246,15.997723899155,18.1543654915892,179.058393659577,228,False,1,0.6532494646849144,2.053443505789677,-1.4893988594283218
151,1,938.246636771301,664.22869955157,15.8202035735816,17.9576181717519,176.780587249018,223,False,1,0.36907007737620184,2.749646441441029,0.6962029356513519
152,1,938.407035175879,664.874371859297,14.4946231185395,17.6187293824611,170.642939638557,199,False,1,0.6652972096413662,1.327304559805352,-1.422341881635677
153,1,938.371859296482,664.788944723618,14.090013373862,18.0550139960327,164.777780863241,199,False,1,0.09238581060782822,-1.9614033704903746,2.99447737688386
154,1,937.975845410628,665.367149758454,14.4899692168558,18.3042005012796,162.120829940311,207,False,1,0.7008195631536538,2.171317492342271,-2.150464444346941
155,1,938.217616580311,665.860103626943,14.0050485408633,17.599169668194,164.253962713207,193,False,1,0.5490508309328545,1.1148146837960822,-1.0565028085461892
156,1,937.707692307692,666.179487179487,14.2317581484489,17.5705215346459,150.704030170277,195,False,1,0.6016881396882996,2.582033726505529,1.4672190427094467
157,1,937.276995305164,666.690140845071,15.6172140700092,17.3845169124672,151.942754296968,213,False,1,0.6680322403605298,2.2714596392132775,-0.31057408729225155
158,1,937.337837837838,667.013513513514,16.1807886310281,17.521976875601,123.814565805656,222,False,1,0.3290466478755332,1.384820630489436,-0.8866390087238418
159,1,937.27802690583,667.412556053812,16.1105865621302,17.616370537939,97.652837306752,223,False,1,0.40350005768911623,1.719574883578669,0.33475425308923334
160,1,937.176991150443,667.646017699115,16.0658411689062,17.9059100914134,77.1219699098988,226,False,1,0.25438664213006046,1.9792318004935519,0.2596569169148828
161,1,937.10599078341,667.612903225807,15.6080726194257,17.7063799487928,69.5719076593288,217,False,1,0.07834296689097002,-2.7051856264923595,1.5987678801936749
162,1,937.193832599119,667.859030837004,16.1223290922908,17.9420715181194,49.7113445246159,227,False,1,0.26133309315997183,1.2279918553582034,-2.3500078253290235
163,1,937.084821428572,667.589285714286,15.8047645733576,18.0920947880989,42.2290913037196,224,False,1,0.29093962695745695,-1.954855019946116,3.100338431875267
164,1,937.352678571429,667.459821428572,15.6761207436713,18.2295014502239,35.4024536935161,224,False,1,0.2975036978844936,-0.4502255962600441,1.5046294236860724
165,1,937.251121076233,667.42600896861,15.5544261527187,18.2625107087938,21.6606540199962,223,False,1,0.10703834490118141,-2.8201969607797777,-2.3699713645197336
166,1,937.285067873303,667.013574660634,15.4684935077001,18.2353122698685,13.8744143113394,221,False,1,0.41382900264103456,-1.488673072036951,1.3315238887428267
167,1,937.201877934272,666.553990610329,15.1009070166227,17.9622986831826,1.22055333825139,213,False,1,0.46705252943403636,-1.749868722949028,-0.26119565091207697
168,1,937.075117370892,666.305164319249,14.8303021632068,18.3078313114988,173.631526957069,213,False,1,0.2792539409946841,-2.041962591106754,-0.2920938681577261
169,1,936.362244897959,666.020408163265,13.833511451498,18.2028591628975,164.461972260623,196,False,1,0.7676413427092099,-2.7615614156511095,-0.7195988245443554
170,1,936.156565656566,665.752525252525,14.1472271185292,17.9251818065474,160.849696649933,198,False,1,0.33773540561590787,-2.2255894933792564,0.5359719222718531
171,1,935.537688442211,665.562814070352,14.5474629767102,17.5443168138055,146.347111462928,199,False,1,0.6473015827953102,-2.8441458828709343,-0.6185563894916779
172,1,935.122641509434,665.669811320755,14.9701963330972,18.0571071073121,129.62596951372,212,False,1,0.4286168078848854,2.889290570675149,-0.5497488536335027
173,1,934.785046728972,665.439252336449,15.7743774073919,17.2777379052294,112.164992217076,214,False,1,0.408812525541148,-2.542404298967243,0.8514904375371941
174,1,934.483870967742,665.391705069125,15.6649315152153,17.6933337254548,97.960762614852,217,False,1,0.30490585724530656,-2.9850128064366355,-0.4426085074693926
175,1,933.976303317536,665.398104265403,15.9740969691224,16.8277878718348,78.1851006122601,211,False,1,0.5076079877706681,3.1289857483721257,-0.16918675237082503
176,1,933.800925925926,665.324074074074,15.202050680306,18.167681875121,64.8426637714238,216,False,1,0.19036202015147233,-2.742164466776569,0.41203509203089084
177,1,933.175609756097,665.643902439024,14.7403920798875,17.8159560304476,53.5370930935085,205,False,1,0.7023606589753244,2.668813863234349,-0.872206977168668
178,1,932.678217821782,665.985148514852,14.5782476837943,17.7951102898854,46.0271162841233,202,False,1,0.6031978287340768,2.5402764551851225,-0.12853740804922653
179,1,932.132075471698,666.36320754717,15.1787006076788,17.9277970946518,52.7253581611385,212,False,1,0.664228950342028,2.5360969056145604,-0.004179549570562102
180,1,931.420560747664,666.822429906542,15.6494133780951,17.4951186975621,44.4011424459104,214,False,1,0.8468402316047678,2.568447304290982,0.032350398676421754
181,1,930.87610619469,666.530973451328,16.2848531647457,17.7433311068829,176.487552285187,226,False,1,0.6175577912552059,-2.6500912555205534,1.0646467473680508
182,1,930.27027027027,666.968468468469,15.6876790923089,18.0726863112013,168.409122353685,222,False,1,0.7472878008780217,2.5161652725319184,-1.1169287791271145
183,1,929.834101382488,667.585253456221,15.5204710517657,17.8631714007856,145.80515820253,217,False,1,0.7554250590132503,2.1863149895215837,-0.3298502830103347
184,1,929.412037037037,668.097222222222,15.280728502236,18.0021152645807,144.315229669317,216,False,1,0.6635136238703279,2.2602361103947506,0.07392112087316693
185,1,929.532110091743,668.339449541284,15.2019084987876,18.2870996059616,130.35207940106,218,False,1,0.2703546052251306,1.110591407769122,-1.1496447026256287
186,1,929.504545454546,668.440909090909,15.0629877429268,18.5970482041998,124.263275656502,220,False,1,0.1051372885037112,1.8360743276834266,0.7254829199143047
187,1,929.663594470046,668.516129032258,14.9517992214686,18.5017695036272,119.319300732981,217,False,1,0.1759392761950762,0.441762623041337,-1.3943117046420896
188,1,929.66976744186,668.781395348837,15.0645856278109,18.2116741228442,111.983621943086,215,False,1,0.2653381319983726,1.5475296792699493,1.1057670562286122
